R_fighter,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,R_Orthodox,R_Southpaw,R_Switch
Kendall Grove,1,0,0,20.25,0.40166666700000003,1.4166666669999999,0.333333333,0.333333333,3,5,24,1,0,2,1,2,2,0,7,198.12,200.66,185,28,1,0,0
Gleison Tibau,0,1,0,16.84615385,0.350769231,0.7692307690000001,4.153846154,0.584615385,3,5,31,0,0,1,4,1,2,0,8,177.8,180.34,155,27,0,1,0
Michael McDonald,0,1,0,51.0,0.47,3.0,5.0,1.0,1,0,3,0,0,0,1,0,0,0,1,175.26,177.8,135,20,1,0,0
Cole Escovedo,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,182.88,135,29,1,0,0
Georges St-Pierre,0,8,0,52.47058824,0.577647059,1.294117647,3.882352941,0.7476470590000001,8,2,48,10,0,1,7,5,2,0,15,180.34,193.04,185,29,1,0,0
Jose Aldo,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,145,24,1,0,0
Lyoto Machida,2,0,0,39.0,0.617,0.8,1.2,0.465,8,2,26,3,0,0,5,2,1,0,8,185.42,187.96,185,32,0,1,0
Vladimir Matyushenko,0,1,0,20.0,0.436666667,0.111111111,2.111111111,0.504444444,2,3,21,1,0,1,3,2,0,0,6,182.88,187.96,205,40,1,0,0
Mark Bocek,0,1,0,15.875,0.38,1.25,2.375,0.5925,3,3,16,0,0,0,1,0,4,0,5,172.72,190.5,155,29,1,0,0
Nate Diaz,1,0,0,30.91666667,0.41166666700000004,1.25,1.166666667,0.456666667,5,4,27,1,0,1,0,1,6,0,8,182.88,193.04,170,26,0,1,0
Jake Ellenberger,0,3,0,26.5,0.4325,0.75,3.25,0.765,3,1,11,0,0,1,0,1,0,1,3,175.26,180.34,170,26,1,0,0
Daniel Roberts,0,3,0,4.25,0.2375,1.5,2.25,0.79,3,1,6,0,0,1,0,0,2,0,3,177.8,187.96,170,30,0,1,0
Ivan Menjivar,1,0,0,8.0,0.5,2.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,167.64,162.56,145,28,1,0,0
Jason MacDonald,3,0,0,11.54545455,0.6081818179999999,0.9090909090000001,0.727272727,0.21090909100000002,2,6,20,0,0,0,0,2,3,0,5,190.5,203.2,185,35,1,0,0
John Makdessi,0,1,0,74.0,0.58,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,172.72,172.72,155,25,1,0,0
Yves Jabouin,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,31,1,0,0
Phil Davis,0,4,0,38.5,0.5775,1.0,2.25,0.675,4,0,9,0,0,0,2,0,2,0,4,187.96,200.66,205,26,1,0,0
Anthony Johnson,1,0,0,21.625,0.46,0.375,1.125,0.29125,3,3,14,0,0,0,0,5,0,0,5,187.96,198.12,205,27,1,0,0
DaMarques Johnson,0,1,0,13.6,0.40399999999999997,0.4,0.2,0.2,2,2,8,1,0,0,0,1,2,0,3,185.42,190.5,170,28,1,0,0
Chan Sung Jung,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,182.88,145,24,1,0,0
Jon Madsen,0,4,0,28.25,0.4625,0.0,1.25,0.6875,4,0,10,0,0,1,2,1,0,0,4,182.88,182.88,240,31,1,0,0
Alex Caceres,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,145,22,0,1,0
John Hathaway,1,0,0,46.2,0.41200000000000003,0.6,2.8,0.38799999999999996,4,1,13,0,0,0,3,1,0,0,4,185.42,190.5,170,23,1,0,0
Michael McDonald,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,135,20,1,0,0
Sean McCorkle,1,0,0,2.0,0.22,2.0,0.5,0.5,1,1,2,0,0,0,0,0,1,0,1,200.66,205.74,265,34,1,0,0
Johny Hendricks,1,0,0,32.2,0.5539999999999999,1.0,4.2,0.392,4,1,12,0,1,0,1,2,0,0,4,175.26,175.26,185,27,0,1,0
Mario Miranda,1,0,0,24.0,0.46666666700000003,0.0,1.0,0.333333333,1,2,6,0,0,0,0,1,0,0,1,190.5,187.96,185,31,1,0,0
Waylon Lowe,0,2,0,14.0,0.37,0.0,3.333333333,0.456666667,2,1,7,0,0,1,1,0,0,0,2,170.18,174.0,145,30,0,1,0
Mauricio Rua,0,1,0,42.0,0.57,0.4,1.2,0.182,2,2,13,2,0,0,0,3,0,0,3,185.42,193.04,205,29,1,0,0
Urijah Faber,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,135,31,1,0,0
Jim Miller,0,6,0,25.22222222,0.33,2.0,1.888888889,0.42666666700000005,6,1,22,0,0,0,4,1,3,0,8,172.72,180.34,155,27,0,1,0
Dan Miller,0,2,0,19.125,0.31375,1.125,1.5,0.2625,3,3,19,0,0,1,1,0,3,0,5,185.42,187.96,185,29,1,0,0
Mirko Cro Cop,1,0,0,20.5,0.41625,0.375,0.25,0.25,2,4,17,0,0,0,0,2,1,1,4,187.96,185.42,230,36,0,1,0
Luiz Cane,2,0,0,26.5,0.391666667,0.0,0.166666667,0.166666667,3,3,9,0,0,0,1,2,0,0,3,187.96,195.58,185,29,0,1,0
Edson Barboza,0,1,0,43.0,0.62,0.0,2.0,1.0,1,0,3,0,0,0,0,1,0,0,1,180.34,190.5,155,25,1,0,0
Ricardo Almeida,0,1,0,20.7,0.5589999999999999,1.1,3.1,0.465,3,4,22,0,0,0,3,0,3,0,6,182.88,187.96,170,34,1,0,0
Kurt Pellegrino,1,0,0,23.36363636,0.47272727299999995,0.636363636,2.090909091,0.6772727270000001,4,4,25,0,0,0,2,1,4,0,7,172.72,177.8,155,31,1,0,0
Joseph Benavidez,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,162.56,165.1,125,26,0,1,0
Costas Philippou,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,185,31,1,0,0
Erik Koch,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,22,0,1,0
Diego Sanchez,0,1,0,33.86666667,0.41866666700000005,0.8666666670000001,1.4,0.323333333,6,4,40,2,0,1,5,5,0,0,11,177.8,182.88,170,29,0,1,0
CB Dollaway,0,3,0,11.14285714,0.43285714299999994,1.0,1.857142857,0.472857143,3,2,11,1,0,0,2,1,2,0,5,187.96,193.04,185,27,1,0,0
Alessio Sakara,0,3,0,20.09090909,0.45363636399999996,0.0,0.9090909090000001,0.13636363599999998,3,5,16,0,0,1,1,4,0,0,6,182.88,182.88,185,29,1,0,0
Brian Bowles,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,135,30,1,0,0
Steve Cantwell,2,0,0,39.66666667,0.363333333,0.333333333,0.333333333,0.333333333,1,2,7,0,0,0,0,0,1,0,1,187.96,190.5,185,24,1,0,0
Joe Stevenson,2,0,0,19.14285714,0.495714286,1.357142857,2.0714285709999998,0.43285714299999994,4,6,30,2,0,0,3,1,3,1,8,170.18,177.8,145,28,1,0,0
Thiago Tavares,0,1,0,19.66666667,0.45777777799999997,1.4444444440000002,2.777777778,0.45555555600000003,2,4,23,0,0,0,3,0,2,0,5,170.18,172.72,145,26,1,0,0
Takeya Mizugaki,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,27,1,0,0
Rob Kimmons,1,0,0,15.5,0.446666667,1.333333333,1.0,0.305,1,3,11,0,0,0,1,0,2,0,3,177.8,185.42,185,30,1,0,0
David Branch,0,2,0,17.0,0.526666667,0.0,2.333333333,0.233333333,2,1,9,0,0,0,2,0,0,0,2,185.42,198.12,185,29,1,0,0
Igor Pokrajac,1,0,0,20.75,0.4475,0.25,1.25,0.415,1,3,10,0,0,0,0,0,1,0,1,182.88,193.04,205,32,1,0,0
Michael Bisping,0,2,0,45.69230769,0.41384615399999997,0.384615385,1.384615385,0.43692307700000005,4,3,29,1,0,1,3,6,0,0,10,185.42,190.5,185,31,1,0,0
George Sotiropoulos,0,7,0,22.42857143,0.39,1.714285714,2.142857143,0.54,7,0,15,0,0,0,2,1,4,0,7,177.8,180.34,155,33,1,0,0
Brian Ebersole,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,30,0,1,0
Chris Camozzi,0,2,0,68.0,0.555,0.0,0.0,0.0,2,0,6,0,0,1,1,0,0,0,2,187.96,193.04,185,24,1,0,0
Ross Pearson,1,0,0,53.25,0.435,0.0,0.25,0.25,3,1,10,1,0,0,2,0,0,1,3,172.72,175.26,155,26,1,0,0
Alexander Gustafsson,0,1,0,11.33333333,0.253333333,1.0,0.666666667,0.22,1,1,4,0,0,0,0,1,1,0,2,195.58,200.66,205,24,1,0,0
