B_fighter,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,B_Orthodox,B_Southpaw,B_Switch
Drakkar Klose,0,1,0,54.0,0.52,0.0,1.6666666669999999,0.51,1,1,9,0,0,0,2,0,0,0,2,175.26,177.8,155,30,1,0,0
Joaquim Silva,1,0,0,35.0,0.445,0.25,0.0,0.0,3,1,10,0,0,2,0,1,0,0,3,172.72,175.26,155,29,0,1,0
Jack Hermansson,0,1,0,33.83333333,0.52,0.166666667,1.0,0.526666667,2,2,11,0,0,0,1,3,0,0,4,185.42,195.58,185,30,1,0,0
Zak Cummings,1,0,0,25.88888889,0.333333333,0.666666667,0.7777777779999999,0.243333333,2,3,19,0,0,0,2,1,3,0,6,182.88,190.5,185,34,0,1,0
Jordan Griffin,0,0,0,29.93808240964097,0.46,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,28,0,1,0
Mike Rodriguez,1,0,0,40.0,0.6,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,193.04,208.28,205,30,0,1,0
Juan Adams,0,0,0,29.93808240964097,0.55,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,195.58,203.2,265,26,1,0,0
Brian Ortega,0,6,0,35.57142857,0.347142857,1.142857143,0.14285714300000002,0.047142857,6,1,16,0,0,0,0,3,3,0,6,172.72,175.26,145,27,0,0,1
Joanna Jedrzejczyk,0,1,0,115.18181820000001,0.425454545,0.0,0.181818182,0.13636363599999998,8,2,40,8,0,1,6,2,0,0,9,167.64,165.1,125,31,1,0,0
Gunnar Nelson,1,0,0,18.3,0.63,0.7,1.0,0.625,4,3,21,0,0,0,1,0,6,0,7,180.34,182.88,170,30,0,0,1
Kyle Bochniak,1,0,0,38.4,0.324,0.0,1.0,0.146,1,3,15,0,0,1,1,0,0,0,2,170.18,177.8,145,31,1,0,0
Thiago Santos,0,2,0,31.5625,0.45875,0.0625,0.375,0.15125,4,5,27,0,0,0,2,9,0,0,11,187.96,193.04,205,34,1,0,0
Nina Ansaroff,0,3,0,71.0,0.474,0.8,0.4,0.3,3,2,15,0,0,0,2,0,1,0,3,165.1,162.56,115,33,1,0,0
Gilbert Burns,1,0,0,26.77777778,0.41666666700000005,0.5555555560000001,1.4444444440000002,0.456666667,3,3,19,0,0,0,1,2,3,0,6,177.8,180.34,155,32,1,0,0
Jessica Eye,0,2,0,48.0,0.39666666700000003,0.7777777779999999,0.5555555560000001,0.25,2,6,26,0,0,1,1,0,0,1,3,167.64,167.64,125,32,1,0,0
Eryk Anders,1,0,0,41.6,0.536,0.2,2.4,0.374,2,2,15,0,0,0,1,2,0,0,3,185.42,190.5,185,31,0,1,0
Matthew Lopez,2,0,0,28.6,0.536,1.0,2.2,0.7,2,3,12,0,0,0,1,1,0,0,2,170.18,175.26,135,31,0,1,0
Dhiego Lima,4,0,0,17.16666667,0.52,0.666666667,1.0,0.125,1,5,11,2,0,0,1,0,0,0,1,187.96,187.96,170,29,1,0,0
Kyle Nelson,0,0,0,29.93808240964097,0.36,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,155,27,0,0,1
Aleksandar Rakic,0,2,0,75.0,0.51,0.0,1.5,0.375,2,0,6,0,0,0,2,0,0,0,2,193.04,198.12,205,26,1,0,0
Tai Tuivasa,0,3,0,38.0,0.6,0.0,0.0,0.0,3,0,5,0,0,0,1,2,0,0,3,187.96,190.5,264,25,0,1,0
Tyson Pedro,1,0,0,15.8,0.612,0.6,0.4,0.2,2,2,7,0,0,0,0,1,2,0,3,190.5,200.66,205,27,1,0,0
Justin Willis,0,3,0,50.0,0.586666667,0.0,1.333333333,0.41666666700000005,3,0,7,0,0,0,2,1,0,0,3,185.42,198.12,264,31,0,1,0
Anthony Rocco Martin,0,2,0,33.6,0.38799999999999996,1.0,0.8,0.248,3,4,26,0,0,0,3,1,2,0,6,182.88,185.42,170,28,1,0,0
Sodiq Yusuff,0,0,0,29.93808240964097,0.49,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,145,25,1,0,0
Paul Craig,0,1,0,19.5,0.5175,1.0,0.75,0.195,1,2,7,0,0,0,0,0,2,0,2,190.5,193.04,205,31,1,0,0
Aleksei Kunchenko,0,1,0,44.0,0.28,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,172.72,177.8,170,34,1,0,0
Ben Nguyen,1,0,0,28.5,0.451666667,0.666666667,0.166666667,0.166666667,2,2,11,0,0,0,1,1,2,0,4,165.1,165.1,125,30,0,0,1
Salim Touahri,1,0,0,35.0,0.47,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,177.8,182.88,170,29,1,0,0
Kai Kara-France,0,0,0,29.93808240964097,0.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,175.26,125,25,1,0,0
Christos Giagos,2,0,0,17.0,0.3425,0.25,0.25,0.25,1,3,7,0,0,0,0,0,1,0,1,177.8,180.34,155,28,1,0,0
Damir Ismagulov,0,0,0,29.93808240964097,0.43,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,188.0,155,27,1,0,0
Kamaru Usman,0,8,0,49.625,0.52,0.25,3.5,0.36625,8,0,23,1,0,0,6,1,1,0,8,182.88,193.04,170,31,0,0,1
Justin Frazier,0,0,0,29.93808240964097,0.66,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,265,29,0,1,0
Macy Chiasson,0,0,0,29.93808240964097,0.55,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,135,27,1,0,0
Bryan Caraway,1,0,0,32.11111111,0.325555556,0.666666667,2.111111111,0.355555556,2,3,25,0,0,1,1,0,4,0,6,172.72,172.72,135,34,1,0,0
Edmen Shahbazyan,0,0,0,29.93808240964097,0.52,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,187.96,188.0,185,21,1,0,0
Antonina Shevchenko,0,0,0,29.93808240964097,0.57,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,170.18,125,34,0,1,0
Kevin Aguilar,0,0,0,29.93808240964097,0.36,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,185.42,145,30,1,0,0
Alex Perez,0,3,0,45.66666667,0.48666666700000005,1.0,2.333333333,0.35,3,0,6,0,0,0,1,1,1,0,3,167.64,165.1,135,26,1,0,0
Michel Batista,0,0,0,29.93808240964097,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,204.0,260,34,0,1,0
Leah Letson,0,0,0,29.93808240964097,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,145,26,1,0,0
Darrell Horcher,1,0,0,26.33333333,0.423333333,0.666666667,0.333333333,0.333333333,1,2,8,0,0,1,0,0,0,0,1,177.8,177.8,155,31,0,1,0
Ricky Rainey,1,0,0,19.0,0.43,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,185.42,195.58,170,35,0,0,1
Chris Gutierrez,0,0,0,29.93808240964097,0.55,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,135,27,1,0,0
Francis Ngannou,2,0,0,14.5,0.47625,0.25,0.0,0.0,6,2,16,1,0,0,0,4,1,1,6,193.04,210.82,250,32,1,0,0
Sergei Pavlovich,0,0,0,29.93808240964097,0.52,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,213.36,257,26,0,1,0
Vince Morales,0,0,0,29.93808240964097,0.39,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,135,28,1,0,0
David Zawada,1,0,0,33.0,0.51,5.0,2.0,0.4,0,1,3,0,0,0,0,0,0,0,0,182.88,190.5,170,28,1,0,0
Alex Morono,1,0,0,44.0,0.37,0.5,0.0,0.0,2,3,15,0,0,1,1,0,1,0,3,180.34,182.88,170,28,1,0,0
Lauren Mueller,0,1,0,58.0,0.37,0.0,2.0,1.0,1,0,3,0,0,0,1,0,0,0,1,165.1,170.18,125,27,1,0,0
Rashad Coulter,3,0,0,25.33333333,0.49,0.0,0.0,0.0,0,3,5,0,0,0,0,0,0,0,0,180.34,193.04,205,36,1,0,0
Jessica Aguilar,0,1,0,85.0,0.513333333,0.0,1.333333333,0.26666666699999997,1,2,9,0,0,0,1,0,0,0,1,160.02,160.02,115,36,1,0,0
Martin Day,0,0,0,29.93808240964097,0.49,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,135,30,1,0,0
Syuri Kondo,1,0,0,68.5,0.565,0.0,0.0,0.0,1,1,4,0,0,1,0,0,0,0,1,162.56,167.64,115,29,1,0,0
John Phillips,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,180.34,190.5,185,33,0,1,0
Louis Smolka,4,0,0,47.2,0.46299999999999997,1.8,1.3,0.295,4,5,26,0,0,0,2,2,1,0,5,175.26,172.72,135,27,1,0,0
Santiago Ponzinibbio,0,6,0,40.0,0.41700000000000004,0.0,0.4,0.133,6,2,21,0,0,0,4,4,0,0,8,182.88,185.42,170,32,1,0,0
Darren Elkins,1,0,0,38.36842105,0.335789474,1.105263158,2.0526315790000003,0.334210526,6,5,48,0,0,2,8,3,1,0,14,177.8,180.34,145,34,1,0,0
Johnny Walker,0,0,0,29.93808240964097,0.69,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,195.58,208.28,205,26,1,0,0
Ian Heinisch,0,0,0,29.93808240964097,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,185,30,1,0,0
Marlon Vera,0,1,0,38.55555556,0.43222222200000004,0.8888888890000001,0.444444444,0.193333333,3,4,23,0,0,0,1,2,2,0,5,172.72,177.8,135,25,0,0,1
Poliana Botelho,0,2,0,38.0,0.66,0.0,0.5,0.5,2,0,4,0,0,0,1,1,0,0,2,172.72,170.18,115,29,1,0,0
Bartosz Fabinski,0,3,0,33.66666667,0.71,0.0,7.333333333,0.7,3,0,9,0,0,0,3,0,0,0,3,182.88,190.5,170,32,1,0,0
Ulka Sasaki,0,1,0,16.5,0.4375,0.625,1.625,0.30375,1,4,15,0,0,0,0,0,4,0,4,177.8,180.34,125,29,0,1,0
Austin Arnett,2,0,0,27.5,0.34,0.0,0.5,0.5,0,2,5,0,0,0,0,0,0,0,0,182.88,182.88,145,27,1,0,0
Hector Aldana,1,0,0,39.0,0.43,0.0,2.0,1.0,0,1,2,0,0,0,0,0,0,0,0,180.34,182.88,170,30,1,0,0
Jesus Pinedo,0,0,0,29.93808240964097,0.38,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,188.0,155,22,0,1,0
Anderson Dos Santos,0,0,0,29.93808240964097,0.26,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,177.8,135,33,1,0,0
Yair Rodriguez,1,0,0,51.14285714,0.45,1.142857143,1.142857143,0.435714286,6,1,20,1,0,2,2,2,0,0,6,180.34,180.34,145,26,1,0,0
Mike Perry,0,1,0,44.125,0.4825,0.0,0.5,0.23875,2,3,19,0,0,1,0,4,0,0,5,177.8,180.34,170,27,1,0,0
Germaine de Randamie,0,3,0,35.6,0.45,0.0,0.0,0.0,3,1,12,1,0,1,1,2,0,0,4,175.26,180.34,135,34,1,0,0
Thiago Moises,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,155,23,1,0,0
Hannah Cifers,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,154.94,160.02,115,26,1,0,0
Luis Pena,0,1,0,8.0,0.34,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,190.5,190.5,155,25,0,1,0
Amanda Cooper,1,0,0,24.6,0.36,0.8,0.6,0.198,1,3,8,1,0,0,1,1,0,0,2,160.02,162.56,115,27,0,0,1
Bobby Moffett,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,187.96,145,28,1,0,0
John Gunther,0,1,0,27.0,0.38,0.0,8.0,0.42,1,0,3,0,1,0,0,0,0,0,1,175.26,182.88,155,32,1,0,0
Julian Erosa,1,0,0,38.5,0.46,1.0,1.5,0.83,1,1,5,0,0,1,0,0,0,0,1,185.42,187.96,145,29,0,1,0
Eric Shelton,1,0,0,47.5,0.45,0.25,2.5,0.385,1,3,12,0,0,0,1,0,0,0,1,167.64,172.72,125,27,1,0,0
Joby Sanchez,2,0,0,33.5,0.2625,0.25,0.5,0.25,1,3,9,0,0,1,0,0,0,0,1,167.64,172.72,135,27,1,0,0
Derrick Lewis,0,3,0,27.66666667,0.552,0.0,0.333333333,0.222,6,3,34,0,0,1,1,10,0,0,12,190.5,200.66,260,33,1,0,0
Jacare Souza,1,0,0,22.54545455,0.5018181820000001,0.727272727,1.181818182,0.330909091,5,3,20,0,0,0,1,3,4,0,8,185.42,182.88,185,38,1,0,0
Jared Cannonier,2,0,0,33.28571429,0.498571429,0.0,0.14285714300000002,0.14285714300000002,2,4,15,0,0,0,1,2,0,0,3,180.34,195.58,185,34,0,0,1
Jack Marshman,1,0,0,31.0,0.2475,0.0,0.0,0.0,1,2,8,0,0,0,1,1,0,0,2,182.88,185.42,185,28,1,0,0
Israel Adesanya,0,3,0,76.0,0.566666667,0.333333333,0.0,0.0,3,0,10,0,0,1,1,1,0,0,3,193.04,203.2,185,29,0,0,1
Jordan Rinaldi,1,0,0,10.33333333,0.41333333299999997,0.666666667,0.666666667,0.093333333,1,2,5,0,0,0,0,0,1,0,1,177.8,182.88,145,31,1,0,0
Roxanne Modafferi,0,1,0,75.0,0.306666667,0.333333333,1.0,0.40666666700000004,1,2,10,1,0,0,0,1,0,0,1,170.18,175.26,125,36,1,0,0
Sheymon Moraes,0,1,0,45.5,0.5,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,172.72,182.88,145,28,1,0,0
Ben Saunders,1,0,0,26.0,0.541875,0.5625,0.125,0.125,3,7,32,0,0,1,2,3,3,0,9,187.96,195.58,170,35,1,0,0
Kurt Holobaugh,2,0,0,71.5,0.445,1.0,1.0,0.415,0,2,6,0,0,0,0,0,0,0,0,180.34,177.8,155,32,1,0,0
Marcos Rogerio de Lima,1,0,0,12.85714286,0.561428571,0.428571429,0.0,0.0,2,3,8,0,0,0,0,3,1,0,4,185.42,190.5,253,33,1,0,0
Anthony Smith,0,2,0,29.55555556,0.501111111,0.222222222,0.333333333,0.081111111,3,3,19,0,0,0,1,5,0,0,6,193.04,193.04,205,30,1,0,0
Artem Lobov,2,0,0,56.33333333,0.376666667,0.0,0.5,0.208333333,2,4,20,1,0,0,2,0,0,0,2,175.26,165.1,145,32,0,1,0
Patrick Cummins,1,0,0,43.0,0.486363636,0.090909091,3.0909090910000003,0.33,3,5,25,0,0,1,3,2,0,0,6,187.96,193.04,205,37,1,0,0
Jonathan Martinez,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,135,32,0,1,0
Ed Herman,2,0,0,27.0,0.5015,0.8,1.6,0.4935,3,10,44,1,0,1,2,3,4,0,10,185.42,195.58,205,38,1,0,0
Court McGee,2,0,0,64.76923077,0.35692307700000003,0.46153846200000004,1.769230769,0.262307692,3,6,36,1,0,1,4,0,2,0,7,180.34,190.5,170,33,1,0,0
Sean Strickland,1,0,0,51.0,0.36777777799999994,0.444444444,1.222222222,0.425555556,3,3,23,0,0,2,2,1,1,0,6,185.42,193.04,170,27,1,0,0
Nasrat Haqparast,0,1,0,60.0,0.41,0.0,0.5,0.5,1,1,6,0,0,0,1,0,0,0,1,177.8,182.88,155,23,0,1,0
Chris Fishgold,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,145,26,1,0,0
Talita Bernardo,2,0,0,34.0,0.385,0.5,2.0,0.255,0,2,6,0,0,0,0,0,0,0,0,162.56,172.72,135,31,1,0,0
Don Madge,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,155,27,0,1,0
Marcelo Golm,1,0,0,47.0,0.655,0.5,0.5,0.5,1,1,4,0,0,0,0,0,1,0,1,190.5,190.5,249,26,1,0,0
Jessin Ayari,1,0,0,49.0,0.325,0.5,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,182.88,185.42,155,26,1,0,0
Conor McGregor,0,2,0,47.3,0.485,0.0,0.5,0.18,7,1,20,3,1,0,1,7,0,0,9,175.26,187.96,155,30,0,1,0
Anthony Pettis,0,1,0,34.85714286,0.47714285700000003,0.7142857140000001,0.571428571,0.154285714,5,6,36,4,0,1,1,2,4,0,8,177.8,182.88,170,31,1,0,0
Dominick Reyes,0,2,0,18.0,0.475,0.5,0.5,0.5,2,0,2,0,0,0,0,1,1,0,2,193.04,195.58,205,28,0,1,0
Alexander Volkov,0,4,0,87.5,0.565,0.0,1.25,0.625,4,0,13,0,0,1,1,2,0,0,4,200.66,203.2,250,29,1,0,0
Felice Herrig,1,0,0,45.42857143,0.43,0.857142857,1.0,0.485714286,4,2,18,0,0,1,2,0,2,0,5,162.56,165.1,115,34,1,0,0
Jussier Formiga,0,2,0,15.0,0.368181818,0.545454545,1.363636364,0.35272727299999995,3,4,26,0,0,0,4,0,3,0,7,165.1,170.18,125,33,1,0,0
Jalin Turner,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,155,23,0,1,0
Tonya Evinger,1,0,0,32.0,0.37,0.0,1.0,0.25,0,1,3,1,0,0,0,0,0,0,0,170.18,177.8,135,37,1,0,0
Alan Patrick,0,3,0,22.16666667,0.5033333329999999,0.333333333,3.666666667,0.435,3,1,15,0,0,0,4,1,0,0,5,180.34,187.96,155,35,0,1,0
Yana Kunitskaya,1,0,0,5.0,0.45,0.0,1.0,0.25,0,1,1,1,0,0,0,0,0,0,0,167.64,172.72,135,28,1,0,0
Nik Lentz,1,0,0,41.0,0.5125,1.1,2.95,0.3135,4,8,54,0,0,2,6,2,2,0,12,172.72,172.72,155,34,1,0,0
Anthony Rocco Martin,0,1,0,33.33333333,0.38,1.0,0.8888888890000001,0.27555555600000003,3,4,23,0,0,0,3,0,2,0,5,182.88,185.42,170,28,1,0,0
Eryk Anders,0,1,0,44.0,0.5525,0.0,1.5,0.3175,2,1,12,0,0,0,1,2,0,0,3,185.42,190.5,185,31,0,1,0
Carlo Pedersoli,0,1,0,67.0,0.37,0.0,3.0,0.75,1,0,3,0,0,1,0,0,0,0,1,180.34,190.5,170,25,0,1,0
Rogerio Nogueira,1,0,0,26.3,0.319,0.2,0.1,0.1,2,5,22,0,0,1,1,3,0,0,5,187.96,190.5,205,42,0,1,0
Andre Ewell,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,190.5,135,30,0,1,0
Christos Giagos,1,0,0,16.66666667,0.38333333299999994,0.333333333,0.333333333,0.333333333,1,2,5,0,0,0,0,0,1,0,1,177.8,180.34,155,28,1,0,0
Evan Dunham,2,0,0,63.15789474,0.387368421,0.7894736840000001,1.4210526319999999,0.30947368399999997,4,8,47,0,0,3,5,1,1,1,11,177.8,177.8,155,36,0,1,0
Ryan Spann,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,195.58,200.66,205,27,1,0,0
Chase Sherman,2,0,0,61.16666667,0.41,0.0,0.0,0.0,2,4,14,0,0,0,1,1,0,0,2,193.04,198.12,250,28,1,0,0
Ben Saunders,0,1,0,27.66666667,0.544666667,0.6,0.133333333,0.133333333,3,6,30,0,0,1,2,3,3,0,9,187.96,195.58,170,35,1,0,0
Gillian Robertson,0,2,0,9.5,0.335,1.0,1.5,0.75,2,0,3,0,0,0,0,0,2,0,2,165.1,160.02,125,23,1,0,0
Hector Lombard,6,0,0,35.36363636,0.490909091,0.181818182,1.363636364,0.382727273,2,8,26,0,0,0,1,2,0,0,3,175.26,180.34,185,40,0,1,0
Luigi Vendramini,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,185.0,170,22,1,0,0
Alex Chambers,2,0,0,32.75,0.6175,0.75,1.75,0.4925,1,3,10,0,0,0,0,0,1,0,1,160.02,160.02,115,39,0,0,1
Aleksei Oleinik,0,1,0,19.28571429,0.5,1.0,1.142857143,0.224285714,2,2,11,0,0,0,0,1,4,0,5,187.96,203.2,240,41,1,0,0
Nikita Krylov,1,0,0,29.66666667,0.6022222220000001,0.5555555560000001,0.111111111,0.055555556,5,3,13,0,0,0,0,3,3,0,6,190.5,195.58,205,26,1,0,0
Shamil Abdurakhimov,0,1,0,27.8,0.462,0.2,1.0,0.096,2,2,12,0,0,1,1,1,0,0,3,190.5,193.04,235,37,1,0,0
Thiago Alves,1,0,0,38.95652174,0.45565217399999997,0.260869565,0.565217391,0.347391304,7,9,55,1,0,0,5,7,1,1,14,175.26,177.8,170,34,1,0,0
CB Dollaway,0,2,0,22.73684211,0.464210526,0.526315789,1.947368421,0.42105263200000004,3,8,37,1,0,1,5,2,2,0,11,187.96,193.04,185,35,1,0,0
Jin Soo Son,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,175.26,135,25,1,0,0
Kajan Johnson,1,0,0,28.66666667,0.445,0.166666667,1.5,0.201666667,4,2,16,0,0,1,2,1,0,0,4,180.34,190.5,155,34,1,0,0
Desmond Green,0,1,0,53.5,0.4525,0.0,1.25,0.375,1,2,12,0,0,1,1,0,0,0,2,177.8,185.42,155,28,0,1,0
Marcin Prachnio,1,0,0,15.0,0.62,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,190.5,187.96,205,30,1,0,0
Jordan Johnson,0,3,0,46.66666667,0.47666666700000004,0.666666667,2.666666667,0.436666667,3,0,9,0,0,1,2,0,0,0,3,187.96,200.66,205,29,1,0,0
Stefan Sekulic,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,170,26,0,1,0
Terrion Ware,3,0,0,77.66666667,0.333333333,0.0,0.666666667,0.11,0,3,9,0,0,0,0,0,0,0,0,172.72,180.34,135,32,1,0,0
Darren Till,0,4,0,36.0,0.48,0.0,0.5,0.276666667,4,1,17,0,0,0,3,2,0,0,5,182.88,187.96,170,25,0,1,0
Karolina Kowalkiewicz,0,2,0,83.0,0.36,0.0,0.14285714300000002,0.071428571,3,2,21,1,0,2,3,0,0,0,5,160.02,162.56,115,32,1,0,0
Brandon Davis,1,0,0,60.33333333,0.35333333299999997,0.0,0.333333333,0.333333333,1,2,9,0,0,0,1,0,0,0,1,177.8,182.88,135,28,1,0,0
John Dodson,0,1,0,46.53846154,0.43076923100000003,0.0,0.692307692,0.249230769,3,4,37,3,0,1,3,4,0,1,9,160.02,167.64,135,33,1,0,0
Niko Price,0,2,0,16.66666667,0.35666666700000005,0.833333333,0.666666667,0.19166666699999999,2,2,10,0,0,0,0,2,2,0,4,182.88,193.04,170,28,1,0,0
Tatiana Suarez,0,3,0,29.66666667,0.573333333,0.666666667,3.0,0.82,3,0,5,1,0,0,1,0,2,0,3,165.1,167.64,115,27,0,1,0
Cody Stamann,0,3,0,85.0,0.513333333,0.0,4.0,0.48666666700000005,3,0,9,0,0,2,1,0,0,0,3,167.64,162.56,135,28,1,0,0
Frank Camacho,1,0,0,130.0,0.49,0.0,2.0,0.6,1,1,6,0,0,1,0,0,0,0,1,177.8,185.42,170,29,1,0,0
Darren Stewart,0,1,0,22.2,0.47,0.0,1.2,0.272,1,4,9,0,0,0,0,1,0,0,1,182.88,187.96,185,27,1,0,0
Craig White,1,0,0,6.0,0.35,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.04,170,28,1,0,0
Alex White,1,0,0,46.0,0.43,0.14285714300000002,0.7142857140000001,0.25,1,4,18,0,0,0,1,2,0,0,3,182.88,180.34,155,29,0,1,0
Lucie Pudilova,0,2,0,75.66666667,0.446666667,0.666666667,0.0,0.0,2,1,9,0,0,0,2,0,0,0,2,172.72,170.18,125,24,1,0,0
Jarred Brooks,2,0,0,29.33333333,0.446666667,0.333333333,4.666666667,0.55,1,2,8,0,0,1,0,0,0,0,1,160.02,157.48,125,25,0,0,1
James Vick,0,4,0,38.5,0.332,0.5,0.2,0.1,5,1,21,0,0,0,4,2,3,0,9,190.5,193.04,155,31,1,0,0
Andre Fili,0,2,0,42.2,0.35600000000000004,0.1,2.1,0.503,2,4,24,0,0,1,3,2,0,0,6,180.34,187.96,145,28,1,0,0
Angela Hill,0,1,0,71.85714286,0.498571429,0.0,0.28571428600000004,0.214285714,1,4,19,0,0,0,3,0,0,0,3,160.02,162.56,115,33,1,0,0
Bryan Barberena,1,0,0,59.42857143,0.5,0.28571428600000004,0.28571428600000004,0.19,2,3,18,0,0,0,1,2,1,0,4,182.88,182.88,170,29,0,1,0
Deiveson Figueiredo,0,2,0,25.0,0.445,3.0,1.5,0.625,2,0,5,0,0,1,0,1,0,0,2,165.1,172.72,125,30,1,0,0
Tim Williams,1,0,0,8.0,0.44,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,187.96,193.04,185,32,1,0,0
Warlley Alves,0,2,0,32.0,0.47,0.75,0.875,0.325,4,2,20,1,0,0,2,0,3,1,6,180.34,182.88,170,27,1,0,0
Iuri Alcantara,0,1,0,27.23529412,0.47176470600000003,0.470588235,0.9411764709999999,0.36235294100000004,3,7,38,0,0,1,4,3,2,0,10,175.26,180.34,135,38,0,1,0
Markus Perez,0,1,0,17.0,0.75,1.5,1.5,0.7,1,1,4,0,0,0,0,0,1,0,1,185.42,185.42,185,30,1,0,0
George Sullivan,2,0,0,38.66666667,0.46333333299999996,0.5,1.0,0.3,2,3,14,0,0,0,2,1,0,0,3,182.88,185.42,170,37,1,0,0
Kalindra Faria,2,0,0,19.0,0.27,0.5,0.5,0.25,0,2,4,0,0,0,0,0,0,0,0,170.18,157.0,125,32,0,0,1
Jon Tuck,0,1,0,36.375,0.42375,0.75,0.375,0.075,1,4,20,0,0,0,1,1,2,0,4,180.34,185.42,155,33,1,0,0
Luke Sanders,0,1,0,50.5,0.5,0.25,0.25,0.125,1,2,8,0,0,0,1,0,1,0,2,167.64,170.18,135,32,0,1,0
Cody Garbrandt,1,0,0,34.71428571,0.365714286,0.0,0.7142857140000001,0.154285714,6,1,16,2,0,0,2,4,0,0,6,172.72,165.1,135,27,1,0,0
Henry Cejudo,0,2,0,46.375,0.4425,0.125,2.0,0.53875,4,2,21,1,0,1,4,1,0,0,6,162.56,162.56,135,31,1,0,0
Renato Moicano,0,1,0,77.4,0.47200000000000003,0.2,1.0,0.38,3,1,14,0,0,2,1,0,1,0,4,180.34,182.88,145,29,1,0,0
JJ Aldrich,0,2,0,61.0,0.38,0.0,0.333333333,0.066666667,2,1,9,0,0,0,2,0,0,0,2,165.1,170.18,125,25,0,1,0
