winner_is_blue,is_title_bout,no_of_rounds,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,total_fight_time_secs,finish_DQ,finish_KO/TKO,finish_M-DEC,finish_Overturned,finish_S-DEC,finish_SUB,finish_U-DEC,year,month,day,Australia,Brazil,Canada,Chile,China,Croatia,Czech Republic,Denmark,Germany,Ireland,Japan,Mexico,Netherlands,New Zealand,Philippines,Poland,Russia,Singapore,South Korea,Sweden,USA,United Arab Emirates,United Kingdom,Uruguay,Catch Weight,Featherweight,Flyweight,Heavyweight,Light Heavyweight,Lightweight,Middleweight,Welterweight,Women's Bantamweight,Women's Featherweight,Women's Flyweight,Women's Strawweight,B_Orthodox,B_Southpaw,B_Switch,R_Orthodox,R_Southpaw,R_Switch,better_rank_Red,better_rank_neither,weight_dif,odds_dif,ev_dif,draw_dif,avg_SIG_STR_pct_dif,avg_TD_pct_dif,win_by_Decision_Majority_dif,win_by_Decision_Split_dif,win_by_Decision_Unanimous_dif,win_by_TKO_Doctor_Stoppage_dif
1,0,3,-1,0,1,1,-3,12,0,1,0,7.62,5.08,4,56.75,0.0,1.0,0,900.0,0,0,0,0,1,0,0,2017,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,440,158.33333333000002,0,0.007500000000000007,0.2,0,0,0,0
1,0,3,-1,-2,0,0,0,1,0,0,0,0.0,10.16,2,6.333333337000001,0.0,0.333333333,0,438.0,0,1,0,0,0,0,0,2017,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-320,-91.17647059000001,0,-0.10000000000000003,-0.153333334,0,0,0,0
1,0,3,0,-1,-1,-1,3,-10,-1,0,-2,2.54,15.24,5,13.0,-1.0,6.333333333,0,30.0,0,0,0,0,0,1,0,2017,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-310,-84.39393939,0,0.09333333299999991,0.253333333,0,0,1,0
1,0,3,0,0,0,0,0,0,0,0,0,0.0,-2.54,10,0.0,0.0,0.0,0,120.0,0,0,0,0,0,1,0,2017,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,-660,-272.22222222,0,0.0,0.0,0,0,0,0
1,0,3,-1,0,-1,-1,-1,-2,-1,0,0,5.08,5.08,-7,0.0,0.0,-3.0,0,658.0,0,1,0,0,0,0,0,2017,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1050,433.33333333,0,-0.1666666670000001,0.03333333300000002,0,0,-1,0
1,0,3,0,0,0,0,0,0,0,0,0,-2.54,-2.54,2,0.0,0.0,0.0,0,100.0,0,0,0,0,0,1,0,2017,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,-795,-351.19047619,0,0.0,0.0,0,0,0,0
1,0,3,0,0,0,0,0,0,0,0,0,0.0,7.62,-1,0.0,0.0,0.0,0,473.0,0,1,0,0,0,0,0,2017,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,-355,-112.36842105,0,0.0,0.0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,-4,0.0,0.0,0.0,0,132.0,0,0,0,0,0,1,0,2017,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,-10,-355,-112.36842105,0,0.0,0.0,0,0,0,0
1,0,5,-1,0,0,-12,4,-47,-3,-8,2,-10.16,-10.16,12,-8.21428571,-0.011904762,-0.17857142899999998,0,150.0,0,1,0,0,0,0,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-528,-207.9122807,0,0.07845238100000002,0.02476190400000003,0,0,-6,0
0,0,3,0,-1,-1,-2,1,-4,0,-3,0,-2.54,2.54,-1,8.83333334,0.333333333,-0.333333333,0,900.0,0,0,0,0,0,0,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,370,120.0,0,-0.0016666659999999278,-0.21,0,1,0,0
0,0,3,0,1,2,8,-9,45,0,1,2,2.54,5.08,2,46.41176471,0.764705882,0.529411765,0,900.0,0,0,0,0,1,0,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-260,-48.571428569999995,0,0.016470587999999953,0.254705882,0,2,3,1
1,0,3,-1,0,2,4,-3,17,0,2,0,-5.08,5.08,3,24.0,0.0,2.857142857,0,502.0,0,0,0,0,0,1,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,400,134.54545455,0,-0.10285714299999998,0.43714285700000005,0,1,1,0
0,0,3,0,-1,-1,-1,0,-2,0,0,-1,-12.7,-2.54,-1,-45.0,-2.0,-1.0,0,870.0,0,0,0,0,0,1,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,900,380.0,0,-0.23999999999999994,-0.33,0,0,0,0
0,0,3,-2,0,0,0,-2,4,0,0,0,0.0,7.62,0,32.0,1.0,1.5,0,900.0,0,0,0,0,0,0,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-550,-216.66666666999998,0,-0.07500000000000001,0.325,0,0,0,0
1,0,3,3,0,-1,-1,5,-15,0,0,-1,2.54,-5.08,-2,-44.66666667,-0.5,-1.5,0,900.0,0,0,0,0,0,0,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,-260,-48.571428569999995,0,0.018333333000000007,-0.47166666700000004,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,-2.54,12.7,-11,0.0,0.0,0.0,0,256.0,0,0,0,0,0,1,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,300,77.5,0,0.0,0.0,0,0,0,0
1,0,3,-1,-2,0,0,0,1,0,-1,0,-2.54,-5.08,-8,-40.0,0.25,1.25,0,84.0,0,1,0,0,0,0,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-15,-230,-25.0,0,0.03249999999999997,0.12,0,1,0,0
1,0,3,-1,0,0,0,-1,1,0,0,0,-5.08,5.08,-8,0.0,0.0,0.0,0,900.0,0,0,0,0,0,0,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,10,250,43.07692308,0,-0.45,0.0,0,0,0,0
1,0,3,-2,0,0,0,-2,5,0,0,0,-2.54,0.0,1,34.0,0.0,0.5,0,900.0,0,0,0,0,0,0,1,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,10,-290,-73.33333333,0,-0.020000000000000018,0.125,0,0,0,0
0,0,3,1,0,-1,-1,2,-3,0,-1,0,7.62,-5.08,9,-11.33333333,0.0,-0.333333333,0,453.0,0,0,0,0,0,1,0,2017,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-42,460,170.0,0,0.16000000000000003,-0.333333333,0,0,0,0
0,0,5,0,2,-3,-7,3,-20,-3,-2,-3,-2.54,2.54,8,-4.0,-0.28571428600000004,0.428571429,0,1500.0,0,0,0,0,0,0,1,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,18,550,216.66666666999998,0,-0.028928571000000014,0.15892857100000002,0,0,-2,0
1,0,3,2,0,-2,-2,3,-12,0,0,-1,-2.54,0.0,-1,-45.0,-0.2,-0.4,0,900.0,0,0,0,0,1,0,0,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,240,33.07692308,0,0.016000000000000014,-0.166,0,0,-1,0
1,0,3,0,1,-2,-6,4,-21,0,-3,-1,-7.62,-7.62,4,10.2,-0.133333333,1.6666666669999999,0,900.0,0,0,0,0,1,0,0,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,385,127.38095238,0,-0.10733333299999992,0.11266666700000003,0,-1,-1,0
0,0,3,1,0,-1,-2,0,0,0,0,-3,2.54,7.62,-5,3.48571429,-0.171428571,-0.828571429,0,900.0,0,0,0,0,1,0,0,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,260,48.571428569999995,0,-0.07914285700000007,-0.194285714,0,0,1,-1
0,0,3,0,0,1,1,0,-1,-1,-1,1,-2.54,-12.7,-11,-3.96428571,0.125,-0.607142857,0,900.0,0,0,0,0,0,0,1,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,565,222.74193548,0,-0.008571428999999964,-0.14500000000000002,0,1,0,0
0,0,3,0,-2,-2,-2,0,-5,0,-1,0,5.08,2.54,5,-68.5,0.0,-3.5,0,900.0,0,0,0,0,0,0,1,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1110,454.375,0,-0.185,-0.785,0,0,-1,0
0,0,3,0,0,-1,-2,2,-8,0,-1,0,2.54,-2.54,-4,-8.2,-0.2,0.8,0,758.0,0,1,0,0,0,0,0,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,535,210.51724138,0,0.21600000000000003,0.13,0,-1,0,0
0,0,3,-1,0,-3,-10,5,-42,0,-2,-1,5.08,10.16,2,-6.94444445,-1.166666667,-1.611111111,0,425.0,0,0,0,0,0,1,0,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-775,-321.74418605,0,0.23333333400000011,-0.12833333299999997,0,-2,-5,0
1,0,3,1,0,0,0,1,-2,0,0,0,7.62,-2.54,11,-36.0,0.0,0.0,0,275.0,0,1,0,0,0,0,0,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,59,-330,-97.85714286000001,0,0.020000000000000018,0.0,0,0,0,0
1,0,3,1,0,-2,-2,2,-8,0,-1,0,0.0,12.7,4,-23.0,-0.5,-0.25,0,900.0,0,0,0,0,1,0,0,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,15,-230,-25.0,0,0.012500000000000011,-0.0825,0,-1,0,0
1,0,3,1,0,-1,-1,2,-7,0,0,-1,5.08,7.62,17,-28.66666667,-1.0,-1.0,0,900.0,0,0,0,0,0,0,1,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,10,-370,-120.0,0,-0.15999999999999998,-0.46666666700000003,0,0,0,0
1,0,3,-1,0,-1,-1,-1,0,0,0,0,2.54,0.0,3,-1.5,0.0,2.0,0,900.0,0,0,0,0,0,0,1,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-600,-239.6969697,0,-0.07,-0.08500000000000002,0,0,-1,0
1,0,3,3,0,-1,-3,6,-14,0,-2,0,0.0,12.7,12,-23.77777778,0.0,-1.0,0,900.0,0,0,0,0,0,0,1,2017,11,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-10,-330,-97.85714286000001,0,0.011111111000000007,-0.231111111,0,0,-1,0
0,0,5,1,1,1,-6,0,-5,4,-3,0,2.54,0.0,-2,-8.41666667,-0.27777777800000003,-0.472222223,0,728.0,0,1,0,0,0,0,0,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,15,0,0.0,0,-0.027777776999999948,-0.15333333300000002,-1,1,-3,0
0,0,3,2,0,-1,3,0,16,2,-4,-2,-5.08,-7.62,1,-1.14548495,-0.351170569,0.076923077,0,224.0,0,1,0,0,0,0,0,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,640,261.42857143,0,-0.17018394700000006,-0.14061872900000005,0,3,6,0
1,0,3,-5,-1,6,13,-9,43,5,8,2,0.0,7.62,-12,0.65217391,0.21739130399999998,0.130434783,0,900.0,0,0,0,0,0,0,1,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-24,580,228.75,0,-0.14086956499999997,0.10869565199999999,0,1,2,0
1,0,3,1,0,-1,-6,7,-27,0,-6,-1,2.54,10.16,6,-8.59469697,-0.219696969,0.352272727,0,900.0,0,0,0,0,1,0,0,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-490,-187.26415094,0,-0.12420454500000006,-0.03079545499999997,0,1,0,0
0,0,3,0,0,-5,-7,1,-22,0,0,-1,5.08,7.62,5,-17.63636364,0.818181818,1.333333333,0,710.0,0,1,0,0,0,0,0,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,680,282.97297297,0,0.14363636399999996,0.7342424240000001,0,-3,-3,0
1,0,3,1,1,1,-1,-1,16,0,-4,-3,-7.62,-2.54,-2,7.0,-0.625,1.25,0,67.0,0,1,0,0,0,0,0,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-230,-25.0,0,-0.08833333300000001,-0.043749999999999956,0,2,4,-1
1,0,3,-1,-1,-3,-8,2,-28,-3,-5,0,7.62,2.54,4,-0.18181818,0.0,-0.636363636,0,900.0,0,0,0,0,1,0,0,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,230,25.0,0,-0.14545454500000005,-0.24909090899999997,0,0,-3,-1
0,0,3,0,1,1,1,0,5,-1,0,-1,-10.16,-7.62,2,36.5,-1.0,-2.5,0,900.0,0,0,0,0,0,0,1,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,528,207.9122807,0,-0.5249999999999999,-0.5,0,1,1,0
0,0,3,0,0,-2,-3,1,-8,0,-1,-1,-5.08,5.08,-11,-4.2,-0.4,-0.8,0,900.0,0,0,0,0,0,0,1,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-15,355,112.36842105,0,-0.426,-0.44,0,0,-1,0
1,0,3,0,0,0,-1,1,-4,0,0,1,5.08,0.0,1,-2.06666667,1.333333333,0.46666666700000003,0,900.0,0,0,0,0,0,0,1,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,320,91.17647059000001,0,0.0020000000000000018,0.3,0,0,-2,0
1,0,3,0,0,0,-2,3,-14,-1,1,-1,5.08,2.54,6,-12.57142857,-0.071428571,-0.773809524,0,900.0,0,0,0,0,0,0,1,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-535,-210.51724138,0,0.008214286000000015,0.12011904699999998,0,1,-3,0
0,0,3,0,0,0,-1,2,-7,0,0,0,-5.08,-10.16,-3,0.6,-0.4,-0.6,0,900.0,0,0,0,0,0,0,1,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-470,-175.78431373,0,0.05299999999999999,-0.172,0,-1,0,0
1,0,3,2,0,0,0,2,-4,0,0,0,2.54,0.0,-1,-19.0,0.0,-1.0,0,221.0,0,0,0,0,0,1,0,2017,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,20,-440,-145.78431373,0,-0.11000000000000004,-0.35,0,0,0,0
1,1,5,0,7,7,-1,5,-7,11,-5,2,-5.08,2.54,2,2.93650793,0.91005291,3.17989418,0,863.0,0,0,0,0,0,1,0,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,220,16.666666669999998,0,0.17185185200000008,0.4811640220000001,0,0,2,0
1,1,5,0,-4,-2,4,-3,25,4,1,1,-5.08,5.08,-5,34.73076923,0.923076923,0.7820512820000001,0,461.0,0,1,0,0,0,0,0,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-10,385,127.38095238,0,0.034487179000000034,0.18769230799999997,0,0,2,0
1,1,5,0,-7,-5,-4,-2,-14,-5,-2,3,-2.54,0.0,5,-88.375,1.0,2.25,0,183.0,0,1,0,0,0,0,0,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-10,1200,485.71428571,0,-0.014999999999999958,0.47250000000000003,0,-1,-4,0
0,0,3,1,0,-4,1,-2,8,-2,-2,1,-2.54,-2.54,2,7.26623377,0.5,0.616883116,0,900.0,0,0,0,0,0,0,1,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,355,112.36842105,0,0.04727272700000007,0.18720779299999998,0,0,2,0
1,0,3,1,2,-4,-11,7,-51,-3,-3,0,10.16,7.62,8,-10.4,-0.3,-3.05,0,383.0,0,1,0,0,0,0,0,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-670,-277.60273973,0,0.09699999999999998,-0.3095,-1,-2,-5,0
0,0,3,0,0,-3,-3,0,-7,0,0,-1,-12.7,-7.62,1,-11.575,-0.025,-0.125,0,599.0,0,1,0,0,0,0,0,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-290,-70.48387097,0,0.024249999999999994,-0.0625,0,0,-2,0
1,0,3,1,1,-1,-2,4,-10,0,-3,0,-2.54,0.0,1,28.75,-0.125,0.0,0,269.0,1,0,0,0,0,0,0,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-10,680,282.97297297,0,0.18125000000000002,0.0,0,0,1,0
0,0,3,-1,-2,-1,-3,2,-11,0,-2,-3,0.0,-2.54,6,30.00793651,-0.28571428600000004,2.579365079,0,685.0,0,1,0,0,0,0,0,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,330,97.85714286000001,0,-0.0011111110000000535,0.22285714300000004,-1,0,3,0
0,0,3,1,3,1,0,2,-9,0,-1,2,-2.54,-10.16,2,-22.46666667,1.4,0.4,0,900.0,0,0,0,0,0,0,1,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-230,-25.0,0,0.09600000000000003,0.350666667,0,0,-1,0
1,0,3,0,-1,-1,-2,-1,1,0,0,-3,5.08,0.0,14,25.05,-1.2,2.15,0,399.0,0,1,0,0,0,0,0,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25,-550,-216.66666666999998,0,0.07100000000000006,0.176,0,0,1,0
1,0,3,0,0,0,0,0,0,0,0,0,2.54,10.16,7,1.0,1.0,0.0,0,718.0,0,1,0,0,0,0,0,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-355,-112.36842105,0,0.12,0.0,0,0,0,0
0,0,5,-2,-1,3,6,-4,36,5,1,0,0.0,-7.62,-6,8.83982684,0.10822510800000001,-0.515151515,0,150.0,0,1,0,0,0,0,0,2017,10,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,280,66.03448276,0,0.052424241999999954,0.16285714299999998,0,1,4,0
1,0,3,1,4,-3,-12,6,-50,-2,1,-7,-5.08,0.0,10,7.13461538,-0.673076923,2.817307692,0,900.0,0,0,0,0,0,0,1,2017,10,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,220,16.666666669999998,0,0.030288462000000016,0.179134615,0,-1,-5,0
0,0,3,0,-1,-1,0,2,-5,0,2,-1,5.08,15.24,1,6.85714286,-0.057142857000000005,-0.057142857000000005,0,243.0,0,0,0,0,0,1,0,2017,10,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-330,-97.85714286000001,0,0.008571428999999964,0.08285714300000002,0,0,-1,0
0,0,3,-1,0,0,6,-6,29,0,0,4,-2.54,2.54,5,-6.47407408,1.044444444,0.42222222200000004,0,900.0,0,0,0,0,0,0,1,2017,10,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,400,134.54545455,0,-0.13651851900000012,0.15155555500000006,0,1,1,-1
0,0,3,0,0,-2,-4,3,-10,0,-4,0,-2.54,2.54,4,19.29545455,0.0,0.568181818,0,299.0,0,1,0,0,0,0,0,2017,10,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-20,0,0.0,0,0.15431818200000003,0.44909090900000004,0,0,0,0
0,0,3,1,3,-3,-6,1,-17,0,-4,1,12.7,7.62,3,-25.6025641,0.871794871,0.038461537999999997,0,900.0,0,0,0,0,0,0,1,2017,10,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,870,364.3814433,0,0.02166666700000003,0.056025641000000015,0,-1,-2,0
0,0,3,1,1,-3,-2,1,-7,0,-1,-1,2.54,2.54,-3,-5.16666667,0.166666667,-0.666666667,0,548.0,0,0,0,0,0,1,0,2017,10,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,240,33.07692308,0,-0.11833333299999999,-0.096666667,0,0,0,0
