winner_is_blue,is_title_bout,no_of_rounds,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,total_fight_time_secs,finish_DQ,finish_KO/TKO,finish_M-DEC,finish_Overturned,finish_S-DEC,finish_SUB,finish_U-DEC,year,month,day,Australia,Brazil,Canada,Chile,China,Croatia,Czech Republic,Denmark,Germany,Ireland,Japan,Mexico,Netherlands,New Zealand,Philippines,Poland,Russia,Singapore,South Korea,Sweden,USA,United Arab Emirates,United Kingdom,Uruguay,Catch Weight,Featherweight,Flyweight,Heavyweight,Light Heavyweight,Lightweight,Middleweight,Welterweight,Women's Bantamweight,Women's Featherweight,Women's Flyweight,Women's Strawweight,B_Orthodox,B_Southpaw,B_Switch,R_Orthodox,R_Southpaw,R_Switch,better_rank_Red,better_rank_neither,weight_dif,odds_dif,ev_dif,draw_dif,avg_SIG_STR_pct_dif,avg_TD_pct_dif,win_by_Decision_Majority_dif,win_by_Decision_Split_dif,win_by_Decision_Unanimous_dif,win_by_TKO_Doctor_Stoppage_dif
0,0,3,0,-1,-1,-1,-1,-2,0,0,0,0.0,2.54,2,-12.5,0.0,-2.0,0,900.0,0,0,0,0,0,0,1,2015,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,320,91.17647059000001,0,0.04999999999999999,-0.21999999999999997,0,0,-1,0
0,0,3,-1,0,-1,-1,-2,4,0,-2,1,0.0,-5.08,-3,-3.6,-0.166666667,1.5,0,898.0,0,0,0,0,0,1,0,2015,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,385,127.38095238,0,0.13999999999999996,0.083333333,0,0,0,0
1,0,3,-1,-1,-1,-1,-1,-1,0,0,-1,10.16,12.7,5,-18.0,0.0,2.0,0,900.0,0,0,0,0,1,0,0,2015,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20,330,97.85714286000001,0,0.09999999999999998,0.66,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0.0,-2.54,2,-5.0,-2.0,-3.0,0,154.0,0,0,0,0,0,1,0,2015,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-320,-91.17647059000001,0,0.10999999999999999,-0.75,0,0,0,0
0,0,5,1,2,2,7,-2,15,-1,4,1,-12.7,-12.7,0,-13.42105263,-0.636842105,0.178947368,0,600.0,0,1,0,0,0,0,0,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,640,261.42857143,0,0.09331578899999998,0.190263158,0,-1,3,1
1,0,3,0,2,-1,-2,0,-15,0,-1,5,5.08,15.24,5,-19.11904762,0.27380952399999997,-2.333333333,0,670.0,0,0,0,0,0,1,0,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-490,-187.26415094,0,-0.015357143000000018,-0.007738095999999972,0,-1,-5,0
1,0,3,0,0,-2,-2,1,-6,0,-1,0,2.54,10.16,5,-1.75,0.0,0.0,0,171.0,0,0,0,0,0,1,0,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,15,-345,-105.94594595000001,0,-0.03999999999999998,0.0,0,0,-1,0
0,0,3,0,0,0,2,-2,6,0,2,0,0.0,-5.08,2,-4.83333333,0.0,-2.166666667,0,900.0,0,0,0,0,0,0,1,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-510,-198.63636364,0,0.193333333,-0.135,0,0,0,0
0,0,3,-1,-2,1,-2,1,-4,1,0,-2,5.08,0.0,8,23.27777777,-0.5555555560000001,0.944444444,0,900.0,0,0,0,0,0,0,1,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-470,-175.78431373,0,-0.15222222199999996,0.14611111099999996,0,-1,1,0
1,0,3,1,0,0,0,1,-1,0,0,0,5.08,5.08,9,-8.0,0.0,0.0,0,900.0,0,0,0,0,0,0,0,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,240,33.07692308,0,0.12,0.0,0,0,0,0
0,0,3,0,0,0,0,1,0,0,0,0,-2.54,-5.08,0,13.75,0.3,2.85,0,900.0,0,0,0,0,0,0,1,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-10,-8.281573500000007,0,0.003999999999999948,0.30500000000000005,0,0,0,0
1,0,3,0,0,0,0,0,0,0,0,0,0.0,2.54,-2,0.0,0.0,0.0,0,900.0,0,0,0,0,1,0,0,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-500,-192.96296296,0,0.0,0.0,0,0,0,0
1,0,3,1,2,-1,-1,2,-5,0,-2,-1,-10.16,-5.08,2,2.5,-0.4,2.0,0,330.0,0,1,0,0,0,0,0,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-775,-321.74418605,0,0.068,0.58,1,0,1,0
0,0,3,0,-1,-1,-1,1,-6,0,0,0,2.54,7.62,7,-19.5,0.0,-1.0,0,900.0,0,0,0,0,0,0,1,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,320,91.17647059000001,0,0.06,-0.16,0,0,-1,0
1,0,3,1,0,0,0,1,-1,0,0,0,10.16,5.08,10,-10.0,0.0,0.0,0,298.0,0,1,0,0,0,0,0,2015,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,15,-290,-70.48387097,0,-0.10000000000000003,0.0,0,0,0,0
1,1,5,-1,-3,1,-6,3,-9,1,-7,1,-7.62,-15.24,-5,30.65714286,0.042857143,0.32857142899999997,0,759.0,0,0,0,0,0,1,0,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,30,220,16.666666669999998,0,0.03200000000000003,0.10257142899999996,0,0,0,0
0,1,5,0,-5,-5,5,-6,10,2,8,0,-5.08,-10.16,-8,-19.61842105,-0.45394736799999996,-2.1842105259999998,0,173.0,0,1,0,0,0,0,0,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,755,311.19047619,0,0.058421052999999945,-0.604013158,0,0,-3,1
0,0,3,0,-6,-4,-8,0,-15,0,-1,-4,-12.7,-12.7,2,7.16339869,-0.41176470600000004,-0.764705882,0,584.0,0,1,0,0,0,0,0,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1200,485.71428571,0,-0.04803921499999997,-0.311176471,0,0,-3,0
1,0,3,0,4,3,4,-1,11,5,2,1,-7.62,-5.08,-4,-1.61363636,0.130681818,-0.602272727,0,281.0,0,1,0,0,0,0,0,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-15,900,380.0,0,-0.08261363599999999,-0.25318181799999995,0,1,0,0
0,0,3,0,0,-1,-3,0,-5,-1,-2,2,5.08,2.54,-1,-12.7,0.457142857,-0.428571429,0,900.0,0,0,0,0,0,0,1,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1275,511.66666667,0,0.05700000000000005,-0.007857143000000011,0,1,-4,0
0,0,3,0,-1,-1,-2,0,-2,-2,-4,0,2.54,-5.08,-2,-12.16666667,0.25,3.833333333,0,900.0,0,0,0,0,0,0,1,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-10,1350,537.5,0,0.09000000000000002,0.17083333300000003,0,0,2,-1
0,0,3,-3,0,-2,-5,-2,-8,0,-2,1,-10.16,-10.16,-2,5.12337662,-0.13636363599999998,0.07792207799999999,0,733.0,0,0,0,0,0,1,0,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,385,127.38095238,0,-0.007272727000000034,-0.03435065000000004,0,0,-4,0
1,0,3,0,-1,0,4,-3,22,-1,-2,1,0.0,-7.62,-2,4.86666667,0.38333333299999994,1.5833333330000001,0,900.0,0,0,0,0,1,0,0,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,755,311.19047619,0,-0.05933333299999999,-0.07366666700000002,0,1,4,-2
1,0,3,1,2,-2,-7,5,-23,0,-3,-1,-2.54,-5.08,12,-3.07142857,-0.28571428600000004,2.4285714290000002,0,900.0,0,0,0,0,0,0,1,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-590,-234.23076923,0,0.10928571399999998,0.45214285699999995,0,-1,-2,0
0,0,3,0,0,0,0,0,0,0,0,0,0.0,10.16,-8,0.0,0.0,0.0,0,458.0,0,0,0,0,0,1,0,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,900,380.0,0,0.0,0.0,0,0,0,0
0,0,3,0,0,-1,-1,0,-3,0,-1,1,-7.62,-5.08,-7,-14.58333333,1.25,-3.333333333,0,900.0,0,0,0,0,0,0,0,2015,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,900,380.0,0,-0.340833333,-0.38666666699999996,0,0,-1,0
0,0,5,0,-1,-1,-4,2,-32,-4,-3,4,0.0,-2.54,-3,-24.63101604,0.256684492,-1.657754011,0,1500.0,0,0,0,0,0,0,1,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-10,975,406.81818182,0,0.058449198000000036,-0.00909090899999998,0,0,-5,0
0,0,3,0,0,4,3,-1,8,0,2,-1,-7.62,-7.62,-6,-6.68888889,-0.177777778,0.333333333,0,900.0,0,0,0,0,0,0,0,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1350,537.5,0,-0.05399999999999999,0.18444444399999999,0,1,1,0
0,0,3,1,0,-1,-5,4,-15,0,-3,1,15.24,12.7,10,29.35714286,0.042857143,-0.957142857,0,900.0,0,0,0,0,0,0,1,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-250,-40.925925930000005,0,-0.03871428599999999,0.081428571,0,-1,-2,0
1,0,3,0,5,4,4,-1,15,0,-1,1,0.0,7.62,3,-9.11111111,-0.13888888900000002,2.083333333,0,384.0,0,1,0,0,0,0,0,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-230,-25.0,0,-0.04666666700000005,0.282222222,0,0,4,0
0,0,3,3,1,1,1,3,-4,-1,0,0,0.0,-7.62,-2,63.0,-1.333333333,1.0,0,900.0,0,0,0,0,1,0,0,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-290,-70.48387097,0,0.24999999999999994,1.0,0,1,0,0
1,0,3,1,0,-1,-1,1,-5,0,0,0,0.0,0.0,3,-51.5,0.0,-2.0,0,900.0,0,0,0,0,1,0,0,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-710,-294.35897436,0,-0.02999999999999997,-0.2,0,0,-1,0
1,0,3,-1,-1,0,1,-1,6,0,0,0,5.08,5.08,2,14.75,1.0,0.75,0,236.0,0,0,0,0,0,1,0,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-420,-146.52173913000001,0,0.08000000000000002,0.15,0,0,1,0
1,0,3,0,0,-2,-2,0,-6,-1,0,0,0.0,10.16,-6,10.0,-1.0,2.0,0,900.0,0,0,0,0,0,0,0,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10,8.281573500000007,0,-0.18,0.14,0,-1,-1,0
0,0,3,0,0,0,0,-1,-1,1,0,0,5.08,7.62,1,-24.66666667,1.333333333,0.0,0,900.0,0,0,0,0,0,0,0,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-270,-58.571428569999995,0,0.09333333299999996,-0.03999999999999998,0,-1,1,0
0,0,3,0,1,1,1,0,3,-1,0,0,7.62,7.62,5,-18.0,-1.0,2.5,0,900.0,0,0,0,0,0,0,0,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-10,260,48.571428569999995,0,0.3,0.14,0,1,0,0
1,0,3,-1,0,0,0,-1,-1,0,0,0,5.08,5.08,-3,-25.0,0.0,-0.5,0,900.0,0,0,0,0,0,0,0,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-280,-63.33333333,0,-0.025000000000000022,0.0,0,0,0,0
1,0,3,0,0,0,0,0,0,0,0,0,-2.54,-12.7,2,2.0,0.0,0.0,0,900.0,0,0,0,0,1,0,0,2015,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,500,192.96296296,0,-0.06999999999999995,0.0,0,0,0,0
0,0,5,0,0,1,-1,-2,2,1,1,0,-15.24,-20.32,-9,-20.08333333,0.111111111,-0.472222222,0,1367.0,0,1,0,0,0,0,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25,430,152.44680850999998,0,-0.05819444400000001,-0.005972222000000027,0,0,-2,0
1,0,3,0,1,-3,-4,1,-15,1,1,0,-2.54,-2.54,3,11.09090909,0.0,-0.772727273,0,44.0,0,1,0,0,0,0,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,250,40.925925930000005,0,-0.05212121200000003,0.14030303100000002,0,-1,-4,0
1,0,3,0,0,-2,-4,3,-9,0,-1,-3,-5.08,-2.54,11,49.13333333,0.166666667,-0.9,0,56.0,0,1,0,0,0,0,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,250,43.07692308,0,0.08200000000000002,-0.185,0,0,0,0
1,0,3,0,1,1,1,0,2,0,0,-1,10.16,7.62,-8,-4.0,-0.666666667,-2.5,0,293.0,0,0,0,0,0,1,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-15,355,112.36842105,0,-0.348333333,-0.43,0,0,2,0
1,0,3,0,0,-1,-2,3,-16,0,1,0,2.54,12.7,6,24.07142857,-0.7142857140000001,-2.285714286,0,553.0,0,1,0,0,0,0,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10,535,210.51724138,0,0.10214285700000009,-0.5557142860000001,0,-1,-2,0
0,0,3,1,0,-3,-4,3,-13,0,-2,-2,-7.62,-12.7,9,-26.28571429,-0.571428571,-1.142857143,0,900.0,0,0,0,0,1,0,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0,-0.141428571,-0.35714285700000004,0,0,0,0
1,0,3,0,0,0,0,-1,1,0,2,-1,5.08,12.7,8,-12.33333333,-0.5,-0.5,0,49.0,0,1,0,0,0,0,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,20,-660,-272.22222222,0,0.19,-0.25,0,0,-1,0
0,0,3,0,0,0,0,0,-1,0,0,0,-5.08,-5.08,-6,-65.0,1.0,2.0,0,249.0,0,0,0,0,0,1,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-10,400,134.54545455,0,0.22000000000000008,0.66,0,0,0,0
1,0,3,1,0,-1,-1,0,0,1,-2,1,0.0,7.62,10,22.41666667,0.666666667,-1.166666667,0,900.0,0,0,0,0,0,0,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-15,240,33.07692308,0,-0.07583333299999995,-0.323333333,0,0,0,0
0,0,3,0,0,0,0,0,2,0,0,0,2.54,5.08,12,16.0,0.0,4.0,0,795.0,0,0,0,0,0,1,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,-460,-170.0,0,-0.2300000000000001,0.0,0,0,0,0
1,0,3,0,0,-1,-1,1,-2,0,-1,0,-10.16,-10.16,11,6.333333333,0.0,-0.666666667,0,900.0,0,0,0,0,0,0,1,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,260,48.571428569999995,0,-0.19666666700000002,-0.276666667,0,0,0,0
1,0,3,2,0,-1,-1,2,-9,0,0,0,0.0,0.0,3,-58.33333333,0.0,-4.333333333,0,299.0,0,1,0,0,0,0,0,2015,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,420,146.52173913000001,0,0.143333333,-0.63,0,-1,0,0
0,1,5,0,-3,-3,-5,2,-31,-7,1,-2,5.08,0.0,4,-22.68181818,-0.454545455,-2.727272727,0,1499.0,0,0,0,0,0,1,0,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1620,629.79591837,0,0.012727272999999983,0.012045455000000038,0,-1,-3,0
0,0,3,3,1,0,-2,1,-13,-4,-1,0,0.0,5.08,1,34.75,0.5555555560000001,-0.166666667,0,900.0,0,0,0,0,0,0,0,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,320,91.17647059000001,0,0.08250000000000002,-0.047500000000000014,0,0,-1,0
0,0,3,0,0,-1,-6,1,-28,0,-7,2,2.54,2.54,5,-29.57272727,0.37272727299999997,0.751515151,0,900.0,0,0,0,0,0,0,1,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,270,56.03448276,0,0.05087878800000001,0.14636363600000002,0,0,-1,0
0,0,3,1,0,-3,-5,3,-20,0,-2,0,10.16,7.62,1,-51.75,0.0,0.0,0,293.0,0,1,0,0,0,0,0,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,0.028749999999999998,0.0,0,0,-3,0
1,0,3,0,0,-2,-4,3,-16,0,0,0,0.0,5.08,12,85.625,0.0,-1.25,0,258.0,0,1,0,0,0,0,0,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-755,-311.19047619,0,0.10750000000000004,-0.285,0,-3,-1,0
0,0,3,-1,0,-3,-3,4,-26,-2,0,1,2.54,-2.54,3,-15.95138889,0.097222222,0.5625,0,900.0,0,0,0,0,0,0,1,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,15,480,181.53846154000001,0,0.0007638890000000176,0.423888889,0,-1,-2,1
0,0,3,1,1,-2,-2,0,-4,-1,0,0,-2.54,-2.54,1,107.25,-0.75,-0.25,0,487.0,0,0,0,0,0,1,0,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,10,-393,-131.48837208999998,0,0.04999999999999999,0.08500000000000002,0,-1,-1,0
0,0,3,0,-1,-1,-1,0,-3,-1,1,0,5.08,2.54,3,10.0,0.0,-2.0,0,900.0,0,0,0,0,0,0,1,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,755,311.19047619,0,0.10000000000000003,-0.285,0,-1,-1,0
0,0,3,0,0,0,0,0,1,-1,0,-1,0.0,5.08,0,21.0,0.5,1.5,0,695.0,0,0,0,0,0,1,0,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,620,250.58823529,0,-0.07,0.37500000000000006,0,0,1,0
0,0,3,0,-1,-1,0,-2,3,0,1,0,-7.62,-10.16,-6,-20.0,0.0,-3.0,0,900.0,0,0,0,0,0,0,1,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,385,127.38095238,0,-0.015000000000000013,-0.75,0,0,-1,0
1,0,3,1,1,1,1,1,2,-1,0,0,0.0,0.0,7,100.0,0.0,0.0,0,900.0,0,0,0,0,0,0,1,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,-230,-25.0,0,-0.43000000000000005,0.0,0,1,0,0
0,0,3,1,1,1,1,1,-2,0,0,1,-5.08,2.54,2,-39.0,1.0,0.0,0,900.0,0,0,0,0,0,0,1,2015,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,510,198.63636364,0,0.07999999999999996,0.0,0,0,0,0
1,0,5,0,2,-5,-11,4,-45,-5,-5,1,5.08,7.62,6,-20.86842105,0.328947368,-0.736842105,0,451.0,0,0,0,0,0,1,0,2015,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-270,-56.03448276,0,0.08855263199999996,-0.323684211,0,-1,-6,0
0,0,3,-4,-4,0,2,-6,24,0,0,-1,2.54,10.16,7,27.16666667,-0.916666667,-1.75,0,153.0,0,0,0,0,0,1,0,2015,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2650,1043.75,0,-0.04999999999999999,-0.3075,0,2,1,1
